y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6417271,1.6416602,1.6416612,1.6417285,2.6944048,2.694102,2.6941128,2.6943998,1.704412,1.7043045,1.7043062,1.7044237,0.4469841,0.4469991,0.44699985,0.44698778
1.6413791,1.6413096,1.641312,1.64138,2.6958716,2.6955864,2.695602,2.6958919,1.7060252,1.7059127,1.7059271,1.7060308,0.44732484,0.44733948,0.4473421,0.44733202
1.6408738,1.640804,1.6408049,1.6408714,2.6981337,2.697825,2.6978302,2.6981368,1.7080914,1.7079716,1.7079473,1.7080894,0.44785324,0.44785866,0.44786054,0.44785577
1.6409701,1.6408997,1.640901,1.6409689,2.6977415,2.697454,2.6974556,2.6977541,1.7075102,1.7073959,1.7073984,1.7075152,0.447761,0.4477742,0.44777405,0.44776517
1.6416069,1.641544,1.6415412,1.6416094,2.6951365,2.6948526,2.6948617,2.6951509,1.7039698,1.7038622,1.7038748,1.7039828,0.4471656,0.44718477,0.44718555,0.44717234
1.6411245,1.6410506,1.6410564,1.6411242,2.6971853,2.6968555,2.6968868,2.6971836,1.7064061,1.7062877,1.7062746,1.7064048,0.44763228,0.44764656,0.44764647,0.44763497
1.6409236,1.6408534,1.640855,1.6409212,2.6980035,2.6977012,2.697707,2.6980093,1.707491,1.7073758,1.7073655,1.7074931,0.4478252,0.44783515,0.44783527,0.4478279
1.641071,1.6410022,1.6410038,1.6410707,2.6974802,2.697178,2.6971881,2.697491,1.706314,1.706199,1.7061952,1.7063161,0.44771132,0.44772154,0.4477207,0.44771492
1.6416374,1.6415727,1.6415691,1.6416384,2.6953263,2.695025,2.6950471,2.6953347,1.7025726,1.7024531,1.702466,1.7025768,0.44721398,0.44724753,0.44724658,0.4472203
1.6411599,1.6410942,1.6410934,1.6411619,2.6974173,2.6971173,2.6971297,2.6974316,1.7045327,1.7044196,1.7044295,1.7045418,0.4477101,0.4477281,0.44772428,0.44771233
1.640853,1.6407797,1.6407841,1.6408521,2.6987674,2.6984417,2.6984596,2.6987612,1.7059478,1.7058269,1.7058232,1.7059457,0.4480143,0.44803423,0.44803125,0.4480141
1.6401238,1.6400558,1.6400539,1.6401231,2.701962,2.7016776,2.701641,2.7019575,1.7090924,1.7089734,1.708983,1.7090936,0.44876045,0.44877458,0.44877598,0.44875878
1.6397154,1.6396477,1.6396478,1.6397153,2.70375,2.7034543,2.7034256,2.70374,1.7110066,1.7108887,1.710873,1.7110043,0.44917947,0.4491803,0.44918266,0.44917837
1.639796,1.6397257,1.639727,1.6397943,2.7034173,2.7031174,2.7030988,2.7034009,1.7105548,1.7104332,1.7104323,1.7105516,0.4490979,0.4491065,0.44910833,0.44909585
1.6401772,1.6401117,1.6401068,1.6401768,2.701831,2.701553,2.701513,2.7018325,1.7083938,1.708278,1.7082852,1.7083968,0.4487378,0.44875124,0.44875154,0.44873694
1.640965,1.6408992,1.6408986,1.640968,2.6986108,2.6983001,2.6983073,2.6986167,1.7039741,1.7038571,1.703861,1.7039798,0.44799402,0.44802487,0.44802052,0.44799495
1.6404952,1.6404251,1.6404268,1.6404963,2.7008717,2.70053,2.7005334,2.7008517,1.7052834,1.7051538,1.7051417,1.7052774,0.4485222,0.4485492,0.44854626,0.44851846
1.640393,1.6403278,1.6403247,1.6403946,2.7014408,2.7011502,2.7011228,2.7014422,1.7052426,1.7051084,1.7051346,1.7052383,0.44866115,0.44870096,0.44869912,0.4486569
1.639591,1.6395246,1.6395218,1.6395888,2.704858,2.7045672,2.704558,2.7048657,1.709134,1.7090123,1.7090175,1.7091331,0.44945642,0.44947067,0.4494714,0.44945437
1.6399099,1.6398478,1.6398412,1.6399126,2.7035868,2.7033076,2.7032776,2.7035842,1.7070616,1.7069399,1.7069473,1.7070634,0.4491666,0.44919094,0.44919127,0.4491641
1.6394981,1.6394305,1.6394284,1.6394963,2.7054152,2.705121,2.7051208,2.7054265,1.7089351,1.7088109,1.7088221,1.7089336,0.44958892,0.4496075,0.4496086,0.44958568
1.6391419,1.639075,1.6390738,1.6391419,2.7069323,2.7066321,2.7066329,2.7069461,1.7108452,1.7107261,1.7107334,1.7108506,0.4499389,0.4499465,0.44994843,0.44993997
1.6394742,1.6394036,1.6394037,1.639473,2.7055686,2.705256,2.7052677,2.7055705,1.708901,1.7087748,1.7087811,1.7088972,0.44962138,0.44964248,0.44964328,0.44961712
1.6388923,1.6388226,1.6388241,1.6388918,2.708051,2.7077386,2.7077491,2.7080626,1.7119998,1.7118814,1.7118834,1.7120051,0.45019355,0.4502028,0.4502029,0.45019707
1.638423,1.6383471,1.6383524,1.6384205,2.710306,2.7099757,2.7099915,2.7102962,1.7136161,1.7134964,1.7134947,1.7136153,0.4507108,0.45072526,0.4507256,0.45071232
1.6391469,1.6390803,1.6390771,1.6391461,2.7072537,2.706957,2.706968,2.707269,1.709339,1.7092141,1.709243,1.7093397,0.45002073,0.45004418,0.45004743,0.45002005
1.6378272,1.6377584,1.6377577,1.6378286,2.7129335,2.7126539,2.712613,2.7129354,1.7165583,1.7164297,1.716435,1.7165595,0.45132288,0.4513292,0.4513329,0.45132133
1.6388944,1.6388257,1.6388252,1.6388928,2.708535,2.708199,2.7082145,2.7085335,1.7099347,1.7098063,1.709808,1.7099311,0.45032093,0.4503397,0.45033517,0.45032126
1.6380742,1.6380035,1.638004,1.6380728,2.712112,2.7118125,2.7117918,2.712102,1.7141563,1.7140353,1.7140372,1.714152,0.4511434,0.45115605,0.45115703,0.45114312
1.6383077,1.6382363,1.6382377,1.6383067,2.7112494,2.7109368,2.7109313,2.7112455,1.712249,1.7121278,1.7121304,1.7122501,0.4509524,0.45096982,0.4509678,0.4509533
1.637939,1.6378695,1.6378685,1.6379381,2.7128265,2.712531,2.7124975,2.7128215,1.7143333,1.7142113,1.7142099,1.714328,0.451314,0.4513252,0.45132613,0.4513124
1.6385069,1.6384376,1.6384379,1.6385067,2.7104154,2.7100906,2.7100976,2.710415,1.7110473,1.7109231,1.7109317,1.7110515,0.45076233,0.4507828,0.4507791,0.4507636
1.6382183,1.6381421,1.638147,1.638216,2.7117345,2.7114108,2.7114112,2.711714,1.7123765,1.7122566,1.7122607,1.7123781,0.4510593,0.45108223,0.45108166,0.45105746
1.638078,1.6380082,1.638007,1.6380758,2.7123127,2.712035,2.7120044,2.7123106,1.7131581,1.7130368,1.7130568,1.713159,0.45119792,0.4512182,0.4512195,0.45119807
1.6380785,1.6380055,1.6380073,1.6380762,2.7123272,2.7120197,2.7120054,2.7123122,1.713145,1.7130239,1.7130303,1.7131444,0.4511991,0.4512179,0.45121816,0.4511975
1.6373001,1.6372293,1.6372297,1.6372992,2.7156994,2.7154224,2.7153995,2.7157173,1.7174968,1.7173759,1.7173778,1.7174994,0.4519741,0.45197955,0.45198452,0.45197394
1.638274,1.6381993,1.6382037,1.638272,2.711578,2.7112422,2.7112465,2.7115574,1.711707,1.7115843,1.711584,1.7117083,0.45103002,0.45105147,0.45104867,0.45102707
1.6383846,1.6383162,1.6383153,1.638384,2.711143,2.7108395,2.7108357,2.7111464,1.7107905,1.7106645,1.7106891,1.7107965,0.4509352,0.4509646,0.45096293,0.450937
